wallet_address,score
0x37acfef331e6063c8507c2a69c97b4f78c770a5a,100.0
0x42b9df65b219b3dd36ff330a4dd8f327a6ada990,55.95269076576568
0x6168bb05ccb4aaded0169602bbb6e3cae12902c5,55.768643911098536
0x4654f56a64301b9b582f843f97332d96ead11ff8,55.721840328922625
0xdf0635793e91d4f8e7426dbd9ed08471186f428d,54.91293458171723
0xa17f75c6d52951699350f308d1220e2dca7b4cda,53.091205213833405
0x49b357c9acaa84a0cb978571b642b825e964b2cc,52.816991736818274
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,52.81330205741903
0x07326cbe4792e8e3c1f61c66fefee8253eb2db0c,50.69260838967822
0xa24f2e6dcbd2da9a220958401dab74b365bd34e1,50.56029766603736
0xbed4e3cd89918563a9ce4b04cf5379daf566bd53,49.59039021940121
0xe69f609c75f8640fa034166c63929f2875c01343,48.37774284368217
0xd19604efb40ece1efd6df5de6d3892112b51e99a,48.3697926555877
0xc1852f917835a9f2f97112672bc5c8afd1f21dc3,47.35448720054241
0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,47.33683604807967
0x4f5c0754c5f90e722d78964644bd29687b87c584,46.9999127658094
0xd527c56dc2ac6a71f04242548039d07006e9103e,46.5311688007277
0x0e0ec712b3912b5601216455a158cf18152cb62a,46.034112308828085
0x0be0ecc301a1c0175f07a66243cff628c24db852,46.0123006403859
0x0f3c2476fbf0ed09dff00ea7f4ef252dcc72e6f1,44.52322067553888
0xd6390178b2002a0758e8b3486fddc1c4bc23ebe1,43.83505237289161
0x9fd31424cfceab50218906bc1b3d87fe7778ca61,43.72198642229271
0xb7128fb2180aa8d93c769ee7d261950c9acf002b,43.59184146825388
0x4fe95c36bb9b3a81f278569525162f91615e77d7,43.484446998140555
0xe40afc776c18d8925199dcce78d0b06c9222b896,43.043240079379515
0xefd0199657b444856e3259ed8e3c39ee43cf51dc,42.415369927436586
0xbabe31056c0fe1b704d811b2405f6e9f5ae5e59d,42.35284957700398
0x80cbe79db5cba89d98b751d706f76b7980176293,42.246452143914546
0x40941f5619974c639fe13fe977fd92805fc10ec3,42.12886638480765
0xd84e11bee5d555ccd905817cb8cbbd5b6e6c4f0d,42.06722109633728
0xb535ac19df533873c2c640df6cd644cfbf8b5d39,42.04500232640649
0xec8e446c52f2d4ac9048aff1813c636ac8334fc9,41.57116791300967
0xdbc9454541a32fc0cc1b76cfc674a76aab6233a9,41.25835194537136
0x54f987c0a786031357427211046d9e7ef61f3891,41.11475797556225
0xe670c92e93f88761004f86b28c101cd8b9ca57a9,40.85196938775107
0x1ee5d92751c7141798b399dffa49e41591bf3caf,40.83729330260933
0xe2850aeceac7e8d955813100098606bfd1a01fdb,40.80728090547485
0x9b4e28020b94b28f9f09ede87f588e89c283cffd,40.7604628333359
0x8e5d30f161ba3ebb09dc3c1f06515656af34baa1,40.501448937841374
0x3eab4037a2e7f4d4d0946c091fe135838221f2b6,40.295535672037566
0x0006e4548aed4502ec8c844567840ce6ef1013f5,40.010877525969775
0x505e20c0fb8252ca7ac21d54d5432eccd4f2d076,39.55866338316421
0xe826cf83f03732ea35eaf4cd9627d57529feca4b,39.444637982184474
0x206e3058eb8ddae476ca1e3936259209dc01c2db,39.2100773323049
0x9df06d2e25378f01a405c93310e289e8d06c9841,39.11635368565309
0x381a17eb78501498fa183c81648b4165826e1af7,39.019301785298985
0x644239848c7b402d813295893db428aae7cc4cb5,38.958375158982314
0x697c62503e0e2767741f55ba8a7d62fd78718444,38.938074302609735
0x19360799a15730fac556088793895aa7650ee442,38.843028237619194
0xee37f338220479c8f652e3557f02513bdb11c160,38.83263420625416
0xff19ad332cc5bb32703a3058c6f93ce177cfbb08,38.82670204888224
0x520632e2a0744d5e412d940607057712962678c9,38.598687211473944
0xa5cd3bc3f3d34b3a716111643e19db88bfa649c7,38.49083991031618
0x45ce9d7bdadb704c68242118e2b8586e491e5c51,38.445946181343096
0x419385075dff229926a63812ac1adc397ac32e27,38.265546264677106
0xc5b1928cef3298a5b27a09055bd57149c19edd7e,38.04125624747713
0x2142efcb2870affc21b4f2ebbe3976f446ce2b90,37.82046137042232
0xb435871b0959561226b4d903b1abf79528177e81,37.539053050465995
0xdfb00d9a518d82c9141506bbc6fb1fe5e727f55c,37.48027382658549
0x9dafd2b0627955f9398f65324af581d44958d4d8,37.44123490331024
0xe20ee1d250c8d3e0bd140306121001bfdc7a1201,37.303027314544636
0x5c10afd2e8c8ae7e282aea60759209f32edfe3d8,37.24343631889202
0x8662f71896d5770e2991a2e6fc1836c5c5ba3a67,37.101665035116845
0x5632cf9a1b4ac936a3c6d3d66eb75c0344c61c2d,37.06347015421119
0x03e3702d91098350d057ded0a05095f703bba2e7,36.94877999498909
0x3f70d4927adfad26eb7b1574eea7939d347d902b,36.47777690211384
0x14559df3fbe66cab6f893d8dd53f7bfe68de9c65,36.46131617446777
0x0b013cca6335dd62353ca60ecec9c39b5227d270,36.42417409331778
0x11e03d11ba8328b345e21a9c6ad442b64ec85e11,36.330596319800826
0x60fc976145dd135c6bbc7df9406a60e8c2123850,36.29504958753878
0x23395e68e4a65b5b9b33e3819f6a3058752a1a2e,36.15313016745381
0x9ce8f85083fcf364467a827cb15730102306ed1c,36.038092088939244
0x58df55d6ab2db99d440241a607d91898b9ffd046,36.01013241168392
0xb6d94226eab23ac1602113bae51e0f37d92a50bf,35.848445429267265
0x84443f61efc60d10da9f9a2398980cd5748394bb,35.7893203403511
0x6316ff9d2c96b6b122e0dd632ab5831e0bf5bd10,35.76340370279476
0x445c55b9a5338c45eea6f4cc9c1840883729a878,35.66384147380029
0x10aa95a9a64b4a72af7f26ea92c737d99d0d5da8,35.3516121360409
0x3b2e298b401d1e11ce6ee82b54792ca435ce81ec,35.34592333632368
0x0b9b7a99308064bf1238dff693237429844fa623,35.29220646279642
0x985c0748a95d30ba0585dbc33c4c366a56be8ed3,35.21519220733301
0xb082ddfd74748b763f52f04558e5f814a56de67a,35.15839477451592
0xe7af3cd4251eadb3102b951c929de54d59bef56a,34.80607608601273
0xc15792b8578fc26c10de7f88191ecff579151866,34.782470899368526
0x083674408a89ccbb0fc9653cf93a1de0b017a2e2,34.68962292340695
0x13dc08f5ddbcbfdf6ebc04c909c3052a2aa7a111,34.67376689682808
0x075102800212aef1077cbb021f710397792e22ac,34.59037598996526
0xa1df7157e5eb60c4f9bcffb6a2f725a4b6492ca7,34.58561014116557
0x000be263b3ceb55d22ed9b40d7619f62c4862c80,34.52492257901537
